week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score,nationcred_score_accumulated,is_active
2023-04-16,2.21,0,0,2.21,1076.36,true
2023-04-23,0.47,0,0,0.47,1076.83,true
2023-04-30,2.3,0,0,2.3,1079.13,false
2023-05-07,1.8,0.17,0,1.97,1081.09,false
2023-05-14,0.19,0,0,0.19,1081.28,false
2023-05-21,0.12,0,0,0.12,1081.41,false
2023-05-28,1.07,0,0,1.07,1082.47,false
2023-06-04,0.11,0,0,0.11,1082.58,false
2023-06-11,0.04,0,0,0.04,1082.62,false
2023-06-18,0.25,0,0,0.25,1082.86,false
2023-06-25,2.43,0,0,2.43,1085.29,false
2023-07-02,10.3,0,0,10.3,1095.59,false
2023-07-09,5.73,0,0,5.73,1101.32,false
2023-07-16,13.33,0.17,0,13.5,1114.83,true
2023-07-23,35.44,0,0,35.44,1150.26,true
2023-07-30,21.6,1.68,0,23.28,1173.55,true
2023-08-06,16.36,0,0,16.36,1189.91,true
2023-08-13,22.51,1.68,0,24.19,1214.1,true
2023-08-20,7.09,0,0,7.09,1221.19,true
2023-08-27,11.78,0,0,11.78,1232.97,true
2023-09-03,21.71,0.84,0,22.55,1255.51,true
2023-09-10,24.47,0,0,24.47,1279.98,true
2023-09-17,45.2,1.01,0,46.21,1326.2,true
2023-09-24,51.59,0.17,0,51.76,1377.96,true
2023-10-01,44.36,0,0,44.36,1422.32,true
2023-10-08,51.16,0,0,51.16,1473.48,true
2023-10-15,31.57,0,0,31.57,1505.04,true
2023-10-22,14.54,0,0,14.54,1519.59,true
2023-10-29,10.58,0,68.59,79.17,1598.76,true
2023-11-05,2.81,0,0.5,3.31,1602.07,true
2023-11-12,3.48,0,0.5,3.98,1606.06,true
2023-11-19,2.91,0,2,4.91,1610.96,true
2023-11-26,10.36,0.84,5.5,16.7,1627.66,true
2023-12-03,20.79,1.68,16.5,38.97,1666.63,true
2023-12-10,38.59,1.68,12.5,52.77,1719.4,true
2023-12-17,26.37,0,10.23,36.6,1756,true
2023-12-24,22.67,0,2.82,25.49,1781.48,true
2023-12-31,9.43,0,1.82,11.25,1792.73,true
2024-01-07,28.26,0,5.97,34.23,1826.96,true
2024-01-14,13.81,0,7.32,21.13,1848.09,true
2024-01-21,20.6,0,0.66,21.26,1869.36,true
2024-01-28,16.57,0,0.66,17.23,1886.59,true
2024-02-04,12.76,0,1.83,14.59,1901.18,true
2024-02-11,17.78,0,0.33,18.11,1919.29,true
2024-02-18,20.89,0,1.83,22.72,1942.01,true
2024-02-25,7,0,0.5,7.5,1949.51,true
2024-03-03,25.73,3.53,3.32,32.58,1982.09,true
2024-03-10,5.87,0,0.99,6.86,1988.94,true
2024-03-17,1.78,0,0,1.78,1990.72,true
2024-03-24,1.44,0,0,1.44,1992.17,true
2024-03-31,6.92,0.84,0.66,8.42,2000.58,true
2024-04-07,6.45,0,1.49,7.94,2008.52,true
2024-04-14,7.51,0,3.82,11.33,2019.85,true
2024-04-21,13.95,0.84,3.49,18.28,2038.13,true
2024-04-28,12.52,0,2.64,15.16,2053.29,true
2024-05-05,11.84,0.84,3.48,16.16,2069.45,true
2024-05-12,14.63,2.69,7.15,24.47,2093.92,true
2024-05-19,15.07,0.84,9.81,25.72,2119.64,true
2024-05-26,4.85,0,3.16,8.01,2127.65,true
2024-06-02,4.34,0,1.82,6.16,2133.82,true
2024-06-09,14.93,0.84,1.82,17.59,2151.41,true
2024-06-16,6.8,0,0.99,7.79,2159.19,true
2024-06-23,2.03,0,3.15,5.18,2164.37,true
2024-06-30,0.26,0,1.16,1.42,2165.79,true
2024-07-07,0.55,0,0,0.55,2166.34,true
2024-07-14,0.16,0,0,0.16,2166.5,false
2024-07-21,1.04,0,0,1.04,2167.55,false
2024-07-28,0.59,0,0,0.59,2168.13,false
2024-08-04,4.84,0.84,2.66,8.34,2176.48,false
2024-08-11,8.77,0,5.48,14.25,2190.73,false
2024-08-18,9.47,0,3.65,13.12,2203.84,false
2024-08-25,13.96,0,4.32,18.28,2222.12,true
2024-09-01,8.82,0,1.92,10.74,2232.85,true
2024-09-08,5.46,0,0,5.46,2238.31,true
2024-09-15,0.81,0,0,0.81,2239.13,true
2024-09-22,2.65,0,0,2.65,2241.78,false
2024-09-29,2.44,0,0.66,3.1,2244.87,false
2024-10-06,2.86,0,0,2.86,2247.74,false
2024-10-13,0.29,0,0,0.29,2248.03,false
2024-10-20,0.05,0,0,0.05,2248.07,false
2024-10-27,0.22,0,0.99,1.21,2249.29,false
2024-11-03,2.2,0,0,2.2,2251.49,false
2024-11-10,0.22,0,0,0.22,2251.71,false
2024-11-17,0.02,0,0,0.02,2251.74,false
2024-11-24,0,0,0,0,2251.74,false
2024-12-01,0,0,0,0,2251.74,false
2024-12-08,0,0,0,0,2251.74,false
2024-12-15,0,0,0,0,2251.74,false
2024-12-22,0,0,0,0,2251.74,false
2024-12-29,0.01,0,0,0.01,2251.75,false
2025-01-05,0.09,0,0,0.09,2251.83,false
2025-01-12,0.01,0,0,0.01,2251.84,false
2025-01-19,0,0,0,0,2251.84,false
2025-01-26,0,0,0,0,2251.84,false
2025-02-02,0,0,0,0,2251.84,false
2025-02-09,0,0,0,0,2251.84,false
2025-02-16,0,0,0,0,2251.84,false
2025-02-23,0,0,0,0,2251.84,false
2025-03-02,0,0,0,0,2251.84,false
2025-03-09,0,0,0,0,2251.84,false
2025-03-16,0,0,0,0,2251.84,false
2025-03-23,0,0,0,0,2251.84,false
